0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,9,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,12,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,12,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,12,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,13,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,10,13,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11,11,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,11,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,14,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,13,14,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,14,13,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,13,14,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,12,16,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,10,14,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,12,14,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,12,13,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,12,14,14,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,11,16,12,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,11,15,12,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,10,15,14,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,10,15,14,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,11,16,13,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,11,16,13,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,11,13,16,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,9,14,16,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,9,15,15,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,14,17,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,8,14,15,8,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,7,13,17,9,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,7,13,17,9,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,6,14,18,8,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,14,17,10,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,12,18,10,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,11,15,13,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,7,12,14,13,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,6,12,15,9,10,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5,12,16,9,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,12,16,9,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,12,15,11,7,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,11,15,11,7,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,12,13,10,9,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,8,16,8,10,14,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,7,17,9,9,15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,8,14,11,9,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,7,15,11,9,14,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,6,16,10,9,13,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,5,15,8,10,15,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,12,10,9,15,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,4,12,10,9,15,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,5,12,11,8,15,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,5,12,10,8,13,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,4,10,11,8,14,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,5,10,10,9,14,17,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,6,8,12,6,15,18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,5,9,10,7,16,17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,7,10,8,17,15,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,7,10,8,16,14,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,5,11,8,14,16,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,5,10,7,14,17,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,7,9,8,13,16,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,6,7,9,12,17,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,4,8,9,13,14,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,6,8,7,14,14,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,7,4,9,14,16,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,4,9,13,16,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,6,7,13,16,19,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,4,7,15,15,19,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,4,6,16,15,18,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,3,5,15,17,17,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,4,15,17,17,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,4,15,15,19,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4,4,16,12,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,4,5,12,13,21,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,5,3,12,15,20,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,3,10,15,22,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,3,9,15,20,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,3,9,15,18,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,2,11,15,16,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,4,7,19,16,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,4,7,15,18,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,5,7,15,18,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,6,15,19,20,9,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,6,14,21,17,11,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,7,15,18,19,12,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,7,12,17,23,12,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,6,11,18,24,12,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,6,10,18,22,15,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,7,22,22,14,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,7,20,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,8,19,23,14,7,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,8,20,21,15,8,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,7,21,17,19,7,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,8,22,17,19,7,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,7,23,14,22,6,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,6,24,14,21,7,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,6,18,20,21,7,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,14,23,20,8,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,13,21,23,8,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,12,23,22,10,5,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,10,22,24,11,5,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,9,22,22,12,6,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,11,22,22,12,6,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,9,22,21,14,7,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,9,21,22,14,6,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,22,21,16,6,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,20,22,17,5,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,18,21,20,5,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,16,22,20,6,4,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,18,22,17,9,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,19,21,18,10,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,16,22,19,10,6,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,14,24,16,12,6,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,14,24,17,11,7,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,11,21,22,12,7,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,11,21,22,13,6,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,10,21,23,13,5,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,22,22,13,6,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,22,21,12,10,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,20,21,12,12,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,20,22,14,12,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,19,21,15,12,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,18,21,15,13,5,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,17,19,18,12,6,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,17,19,18,13,6,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,18,17,19,13,7,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,12,21,21,12,8,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,12,19,18,16,9,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,23,16,16,10,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,21,18,15,10,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,20,17,19,10,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,20,18,18,11,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,20,17,17,13,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,19,14,21,13,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,18,15,19,15,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,16,16,21,15,5,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,17,16,21,15,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,11,19,21,17,7,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,10,18,22,17,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,20,23,16,9,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,20,20,18,11,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,20,21,17,12,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,19,20,20,12,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,17,17,22,14,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,16,18,22,14,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,14,21,22,13,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,11,20,24,15,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,7,22,25,16,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,5,23,27,15,5,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,29,17,4,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,27,18,5,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,27,18,6,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,26,18,9,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,28,19,11,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,27,23,10,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,26,26,8,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,26,25,10,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,26,12,4,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,28,12,6,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,28,12,6,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,29,12,6,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,30,12,7,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,32,10,10,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,34,12,10,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,35,10,12,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,33,14,12,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,34,13,13,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,35,13,13,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,18,12,6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,23,12,5,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,26,13,6,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,27,11,7,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,26,11,10,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,27,11,12,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,31,10,13,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,30,13,12,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,26,18,12,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,21,23,12,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,24,24,12,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,24,26,13,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,29,13,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,29,16,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,33,15,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,32,16,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,32,15,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,29,16,13,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,25,23,13,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,25,25,13,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,27,25,14,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,24,30,13,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,21,34,14,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,17,37,14,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,17,35,16,3,0,0,0
